danceability,energy,valence,tempo
0.368,0.891,0.527,0.584032492
0.535,0.725,0.524,0.408977976
0.6,0.534,0.972,0.65042894
0.677,0.827,0.321,0.433006033
0.476,0.453,0.41,0.723046976
0.635,0.316,0.914,0.535196113
0.542,0.795,0.724,0.3621169
0.594,0.909,0.351,0.400004928
0.567,0.125,0.323,0.401306739
0.784,0.561,0.606,0.809590689
0.411,0.881,0.345,0.347127598
0.318,0.879,0.309,0.392005158
0.334,0.0115,0.131,0.406316862
0.206,0.733,0.299,0.707909834
0.378,0.259,0.826,0.759444287
0.746,0.497,0.939,0.402542843
0.529,0.563,0.222,0.508211263
0.5,0.333,0.388,0.574316139
0.733,0.886,0.612,0.395865417
0.607,0.813,0.765,0.386366716
0.585,0.892,0.652,0.673758865
0.653,0.661,0.782,0.403906253
0.914,0.806,0.76,0.476947275
0.658,0.472,0.898,0.350634684
0.475,0.144,0.113,0.564156267
0.557,0.855,0.601,0.521935714
0.582,0.465,0.941,0.474939119
0.584,0.602,0.203,0.510083899
0.876,0.444,0.804,0.425794741
0.793,0.442,0.83,0.476351809
0.343,0.841,0.508,0.553910155
0.425,0.181,0.196,0.418086544
0.328,0.161,0.276,0.598479715
0.671,0.489,0.8,0.502396235
0.711,0.298,0.217,0.708205514
0.211,0.262,0.181,0.712369665
0.769,0.707,0.93,0.484396752
0.783,0.779,0.74,0.583063321
0.445,0.706,0.963,0.749128362
0.734,0.303,0.688,0.395516351
0.637,0.458,0.55,0.303909128
0.624,0.693,0.781,0.495648996
0.712,0.668,0.749,0.369287125
0.646,0.562,0.964,0.490043407
0.53,0.488,0.14,0.509410407
0.334,0.876,0.732,0.409741814
0.506,0.28,0.886,0.754458804
0.639,0.523,0.731,0.373845516
0.533,0.491,0.274,0.491094712
0.477,0.231,0.246,0.403380601
0.207,0.247,0.192,0.592414181
0.884,0.643,0.162,0.402793349
0.73,0.149,0.922,0.370133097
0.539,0.464,0.0649,0.392148891
0.481,0.715,0.736,0.597740517
0.562,0.923,0.793,0.467555347
0.566,0.965,0.791,0.44374905
0.357,0.39,0.229,0.602233201
0.452,0.813,0.539,0.434307843
0.64,0.94,0.601,0.558452118
0.435,0.448,0.395,0.62362889
0.782,0.425,0.679,0.411006665
0.554,0.463,0.639,0.320368614
0.699,0.696,0.897,0.667110186
0.774,0.666,0.796,0.324261726
0.66,0.816,0.722,0.362700046
0.564,0.862,0.721,0.369500671
0.146,0.138,0.0435,0.420866751
0.495,0.25,0.39,0.328536757
0.72,0.403,0.504,0.405746036
0.614,0.352,0.269,0.525980773
0.634,0.456,0.423,0.378605133
0.548,0.949,0.686,0.347373997
0.417,0.586,0.966,0.754409524
0.413,0.346,0.394,0.340306439
0.466,0.496,0.269,0.376054898
0.247,0.907,0.19,0.475292291
0.514,0.619,0.46,0.706497144
0.498,0.694,0.609,0.323941406
0.607,0.229,0.961,0.630252929
0.712,0.655,0.971,0.587289072
0.473,0.507,0.663,0.551318853
0.6,0.883,0.751,0.523512671
0.24,0.128,0.0547,0.332446295
0.722,0.418,0.718,0.686255426
0.398,0.0977,0.172,0.55462882
0.66,0.445,0.409,0.431133397
0.718,0.554,0.926,0.35263052
0.752,0.376,0.289,0.370671069
0.633,0.533,0.221,0.406390781
0.786,0.651,0.869,0.374354741
0.49,0.527,0.977,0.811615272
0.488,0.43,0.236,0.51134875
0.694,0.568,0.483,0.537126243
0.876,0.606,0.688,0.590870078
0.808,0.765,0.94,0.439235833
0.643,0.577,0.919,0.509106514
0.544,0.301,0.356,0.582061296
0.566,0.887,0.527,0.508958675
0.579,0.637,0.531,0.324302792
0.338,0.425,0.51,0.618930873
0.501,0.549,0.615,0.736097936
0.413,0.431,0.968,0.517180204
0.516,0.744,0.386,0.482363957
0.751,0.884,0.987,0.5161289
0.37,0.461,0.642,0.66328278
0.768,0.48,0.788,0.766639152
0.367,0.299,0.102,0.450229357
0.488,0.44,0.0973,0.385602878
0.54,0.624,0.321,0.501242264
0.721,0.691,0.833,0.590044639
0.95,0.554,0.909,0.560714887
0.855,0.698,0.533,0.38145926
0.528,0.775,0.504,0.356289552
0.496,0.893,0.575,0.613542937
0.332,0.37,0.366,0.717194988
0.113,0.271,0.0535,0.381138941
0.553,0.785,0.567,0.691959574
0.494,0.923,0.617,0.55777452
0.498,0.513,0.383,0.540571729
0.898,0.539,0.524,0.517582657
0.6,0.7,0.56,0.492605962
0.301,0.859,0.352,0.722500791
0.545,0.275,0.499,0.506042947
0.863,0.661,0.512,0.394842859
0.544,0.952,0.302,0.461317334
0.647,0.557,0.64,0.691651575
0.713,0.841,0.968,0.373648396
0.426,0.483,0.297,0.533845023
0.479,0.703,0.567,0.728147445
0.604,0.388,0.655,0.40878907
0.668,0.358,0.771,0.531660281
0.464,0.844,0.429,0.546263557
0.753,0.704,0.795,0.332072589
0.56,0.164,0.38,0.434903309
0.591,0.436,0.42,0.492671669
0.547,0.66,0.253,0.332643415
0.579,0.24,0.964,0.739087583
0.835,0.806,0.846,0.367775875
0.222,0.793,0.66,0.373319863
0.351,0.965,0.121,0.368412407
0.378,0.917,0.804,0.536432218
0.647,0.351,0.845,0.426587326
0.675,0.472,0.567,0.534001076
0.604,0.34,0.694,0.468364359
0.855,0.629,0.964,0.522736513
0.149,0.367,0.374,0.700423396
0.547,0.234,0.197,0.288981426
0.855,0.728,0.935,0.462672531
0.764,0.427,0.972,0.583938039
0.387,0.0946,0.266,0.457112116
0.155,0.161,0.118,0.318808084
0.488,0.901,0.481,0.398230852
0.622,0.452,0.736,0.38954527
0.376,0.284,0.745,0.667225172
0.154,0.115,0.0707,0.288266867
0.28,0.966,0.621,0.710862521
0.638,0.331,0.742,0.368478114
0.112,0.89,0.503,0.384937599
0.625,0.786,0.898,0.493185001
0.0952,0.767,0.489,0.676781366
0.367,0.623,0.814,0.674941583
0.801,0.875,0.637,0.377742734
0.686,0.806,0.694,0.787521509
0.655,0.706,0.606,0.720800634
0.709,0.727,0.961,0.512888747
0.525,0.637,0.772,0.366613691
0.62,0.908,0.575,0.402489456
0.284,0.567,0.495,0.829598328
0.718,0.756,0.888,0.388711618
0.549,0.0843,0.539,0.615230774
0.598,0.969,0.25,0.389635616
0.671,0.805,0.729,0.781069949
0.504,0.861,0.468,0.441506815
0.502,0.433,0.566,0.424903596
0.553,0.658,0.444,0.550308615
0.171,0.0369,0.0272,0.49835939
0.511,0.917,0.848,0.694998501
0.628,0.594,0.554,0.463132477
0.126,0.0443,0.0663,0.692448266
0.449,0.304,0.136,0.32392498
0.394,0.871,0.715,0.546805636
0.838,0.747,0.591,0.660851639
0.697,0.626,0.488,0.713913768
0.592,0.926,0.0964,0.484195526
0.639,0.388,0.553,0.449268399
0.368,0.986,0.452,0.681302796
0.58,0.226,0.202,0.379557877
0.391,0.45,0.182,0.470914594
0.74,0.783,0.779,0.382687151
0.548,0.794,0.371,0.508761555
0.293,0.0537,0.0809,0.2465925
0.705,0.733,0.973,0.438032582
0.719,0.635,0.953,0.619386712
0.316,0.924,0.817,0.544431988
0.247,0.0701,0.229,0.518239722
0.711,0.786,0.935,0.635390358
0.653,0.478,0.545,0.427355271
0.617,0.638,0.902,0.627563068
0.488,0.417,0.121,0.477374367
0.72,0.701,0.964,0.375800285
0.339,0.645,0.278,0.334540691
0.763,0.791,0.603,0.566505275
0.487,0.92,0.584,0.603038106
0.54,0.358,0.324,0.342458328
0.792,0.757,0.546,0.404247106
0.702,0.729,0.557,0.739843208
0.605,0.441,0.4,0.53217772
0.588,0.182,0.523,0.503369513
0.256,0.352,0.181,0.835844555
0.316,0.141,0.546,0.387463194
0.286,0.781,0.396,0.410559039
0.49,0.29,0.218,0.254345871
0.541,0.921,0.647,0.410259253
0.825,0.353,0.763,0.336980046
0.578,0.626,0.534,0.369562271
0.295,0.00839,0.407,0.704718961
0.678,0.754,0.961,0.669179941
0.634,0.241,0.183,0.469156944
0.746,0.516,0.565,0.389947722
0.662,0.486,0.268,0.583597186
0.787,0.476,0.232,0.381623526
0.742,0.63,0.123,0.373315757
0.541,0.471,0.856,0.604996982
0.368,0.694,0.336,0.402464816
0.595,0.34,0.292,0.359570772
0.481,0.745,0.283,0.689647526
0.597,0.296,0.495,0.326783214
0.908,0.133,0.281,0.487369973
0.748,0.747,0.77,0.475173198
0.369,0.473,0.24,0.361003996
0.716,0.482,0.978,0.534202302
0.111,0.031,0.0394,0.354026784
0.557,0.635,0.197,0.32860657
0.512,0.245,0.402,0.476594102
0.428,0.855,0.705,0.572464036
0.58,0.652,0.874,0.389019618
0.336,0.626,0.682,0.465337752
0.29,0.769,0.198,0.370617682
0.63,0.838,0.605,0.375529246
0.48,0.413,0.788,0.714431207
0.636,0.465,0.969,0.398202105
0.554,0.475,0.154,0.572813102
0.409,0.601,0.337,0.556222203
0.78,0.584,0.91,0.380321716
0.47,0.482,0.806,0.454249775
0.406,0.545,0.225,0.45342023
0.404,0.405,0.386,0.454648121
0.55,0.64,0.606,0.588668909
0.428,0.951,0.818,0.412148316
0.563,0.548,0.436,0.770298184
0.644,0.0768,0.306,0.323272021
0.516,0.672,0.368,0.336787033
0.697,0.49,0.972,0.514724423
0.554,0.423,0.244,0.549323017
0.689,0.873,0.785,0.369270699
0.328,0.815,0.402,0.69082203
0.317,0.463,0.246,0.584652597
0.635,0.234,0.431,0.360782236
0.592,0.724,0.688,0.740225127
0.422,0.973,0.297,0.690128005
0.14,0.492,0.0847,0.306385443
0.729,0.567,0.367,0.566562768
0.645,0.199,0.0934,0.328577823
0.545,0.428,0.74,0.747284472
0.552,0.513,0.211,0.303506675
0.575,0.46,0.495,0.689282033
0.503,0.0877,0.532,0.425581195
0.496,0.926,0.88,0.544156841
0.476,0.966,0.509,0.447087763
0.897,0.601,0.425,0.433507045
0.373,0.222,0.242,0.480392761
0.32,0.902,0.53,0.31731326
0.736,0.788,0.511,0.374633994
0.785,0.648,0.506,0.37814108
0.898,0.652,0.501,0.405865129
0.57,0.609,0.851,0.39914253
0.453,0.0985,0.307,0.368149581
0.0784,0.193,0.0595,0.32833553
0.544,0.858,0.534,0.388198286
0.47,0.35,0.571,0.211505213
0.471,0.891,0.217,0.722874496
0.736,0.833,0.964,0.451830954
0.315,0.0251,0.0881,0.349940659
0.506,0.935,0.811,0.379340224
0.785,0.779,0.9,0.513217279
0.562,0.854,0.854,0.841487103
0.0697,0.816,0.0387,0.738307318
0.544,0.425,0.863,0.397064561
0.694,0.851,0.329,0.400234901
0.219,0.033,0.232,0.29659517
0.528,0.892,0.747,0.378469613
0.288,0.752,0.399,0.703951016
0.712,0.612,0.526,0.460060696
0.553,0.421,0.428,0.569392256
0.352,0.871,0.558,0.402173243
0.126,0.045,0.189,0.31404436
0.65,0.331,0.914,0.43900586
0.597,0.892,0.637,0.550300402
0.678,0.545,0.738,0.706234318
0.826,0.669,0.865,0.366014119
0.192,0.33,0.0395,0.545803611
0.401,0.956,0.533,0.516736685
0.346,0.547,0.809,0.415712895
0.308,0.95,0.411,0.399910475
0.848,0.698,0.697,0.386296903
0.423,0.607,0.854,0.774803188
0.181,0.365,0.0909,0.38953295
0.695,0.569,0.383,0.402596229
0.438,0.182,0.139,0.52874866
0.204,0.328,0.282,0.689930885
0.281,0.658,0.303,0.465563618
0.276,0.142,0.208,0.54627177
0.203,0.0925,0.516,0.327563479
0.747,0.691,0.802,0.40230055
0.394,0.873,0.524,0.475033572
0.352,0.0562,0.15,0.329173289
0.694,0.555,0.521,0.530317404
0.823,0.547,0.483,0.319461042
0.346,0.862,0.135,0.513340479
0.769,0.744,0.557,0.400037781
0.419,0.939,0.513,0.476959595
0.504,0.378,0.383,0.370334323
0.395,0.85,0.662,0.637357448
0.178,0.00309,0.0688,0.278045395
0.512,0.371,0.491,0.576422854
0.41,0.283,0.267,0.754220618
0.774,0.744,0.618,0.509287207
0.507,0.0859,0.282,0.53545894
0.885,0.419,0.589,0.315929316
0.672,0.79,0.618,0.429170414
0.825,0.649,0.921,0.436053173
0.339,0.768,0.813,0.653147548
0.58,0.848,0.427,0.459506298
0.634,0.797,0.933,0.618068474
0.714,0.752,0.608,0.328466943
0.477,0.448,0.435,0.446751017
0.493,0.495,0.914,0.540304796
0.462,0.985,0.348,0.410193547
0.49,0.309,0.215,0.338552896
0.654,0.541,0.406,0.429548227
0.358,0.968,0.693,0.58833627
0.765,0.369,0.739,0.328466943
0.738,0.451,0.363,0.497903551
0.386,0.316,0.191,0.34294702
0.647,0.406,0.722,0.576591227
0.662,0.397,0.822,0.372346586
0.679,0.494,0.561,0.616516158
0.27,0.278,0.0516,0.481374252
0.362,0.853,0.557,0.400534687
0.0801,0.0747,0.0341,0.288944466
0.607,0.592,0.974,0.38614085
0.369,0.625,0.351,0.411253065
0.541,0.255,0.619,0.332027416
0.69,0.671,0.929,0.438525381
0.273,0.0558,0.551,0.249561614
0.165,0.149,0.122,0.310615301
0.224,0.696,0.328,0.728825044
0.695,0.702,0.891,0.518777694
0.544,0.334,0.431,0.330187633
0.534,0.555,0.346,0.739477715
0.23,0.914,0.222,0.574689845
0.224,0.668,0.525,0.702308353
0.627,0.445,0.231,0.498786483
0.757,0.908,0.98,0.718369492
0.931,0.712,0.486,0.394452726
0.811,0.572,0.971,0.730143281
0.601,0.695,0.468,0.369619765
0.78,0.763,0.967,0.492675775
0.134,0.0116,0.0352,0.307272481
0.578,0.621,0.598,0.326869453
0.194,0.25,0.51,0.460742402
0.646,0.533,0.845,0.425938474
0.207,0.0443,0.0766,0.405709076
0.274,0.415,0.0868,0.697031297
0.707,0.636,0.567,0.459974457
0.645,0.677,0.872,0.307773493
0.833,0.59,0.818,0.440960629
0.361,0.0851,0.0383,0.409836268
0.544,0.441,0.0764,0.417778544
0.691,0.475,0.963,0.411273598
0.554,0.912,0.515,0.409483095
0.72,0.54,0.559,0.479768549
0.516,0.271,0.207,0.419022862
0.62,0.558,0.539,0.705634746
0.15,0.537,0.0362,0.417926384
0.684,0.783,0.54,0.357443523
0.836,0.481,0.941,0.459136698
0.65,0.876,0.959,0.574981417
0.344,0.854,0.544,0.541035781
0.531,0.362,0.928,0.848357542
0.715,0.738,0.571,0.365246174
0.535,0.797,0.868,0.571129372
0.514,0.793,0.703,0.706406797
0.571,0.45,0.588,0.42970428
0.824,0.347,0.585,0.37817804
0.562,0.799,0.425,0.361517328
0.122,0.725,0.199,0.703807283
0.583,0.457,0.84,0.502917781
0.329,0.741,0.243,0.369471925
0.746,0.562,0.203,0.518440948
0.818,0.487,0.642,0.390748521
0.623,0.85,0.883,0.694669968
0.798,0.561,0.785,0.344840189
0.831,0.522,0.854,0.432693927
0.843,0.837,0.774,0.365882706
0.753,0.558,0.753,0.347706637
0.352,0.19,0.331,0.645172418
0.571,0.32,0.345,0.406509874
0.655,0.406,0.536,0.334856903
0.246,0.388,0.0966,0.353336865
0.306,0.806,0.225,0.475177305
0.565,0.228,0.111,0.559376116
0.738,0.594,0.566,0.690123898
0.65,0.784,0.895,0.460315309
0.37,0.637,0.407,0.371348668
0.532,0.212,0.62,0.372391759
0.532,0.401,0.279,0.324274046
0.261,0.886,0.504,0.424435437
0.475,0.381,0.352,0.525130694
0.232,0.955,0.829,0.76772331
0.423,0.926,0.712,0.588755149
0.209,0.225,0.125,0.522202647
0.482,0.115,0.237,0.274328869
0.55,0.589,0.953,0.839331108
0.405,0.249,0.0344,0.531672601
0.42,0.582,0.26,0.505714415
0.55,0.851,0.926,0.557778626
0.709,0.549,0.662,0.404329239
0.608,0.0602,0.41,0.341830009
0.472,0.72,0.384,0.380559902
0.333,0.98,0.224,0.416965426
0.471,0.896,0.555,0.594800149
0.598,0.51,0.596,0.398399225
0.666,0.681,0.899,0.509200968
0.176,0.341,0.05,0.534304969
0.776,0.575,0.34,0.591974769
0.423,0.756,0.791,0.491735351
0.528,0.41,0.392,0.631825779
0.583,0.868,0.866,0.622762385
0.354,0.494,0.183,0.539183678
0.471,0.387,0.348,0.274271376
0.445,0.286,0.304,0.287971188
0.578,0.631,0.484,0.673011453
0.81,0.792,0.965,0.33483637
0.623,0.207,0.919,0.427371698
0.653,0.51,0.373,0.418965369
0.169,0.506,0.375,0.285835725
0.69,0.289,0.889,0.616672211
0.463,0.865,0.747,0.449785838
0.487,0.0348,0.143,0.310816527
0.429,0.256,0.322,0.379894623
0.382,0.72,0.556,0.452344286
0.703,0.793,0.321,0.40685894
0.421,0.207,0.43,0.562033124
0.921,0.849,0.98,0.608081082
0.509,0.431,0.178,0.731646318
0.624,0.696,0.654,0.430767904
0.646,0.309,0.867,0.315966276
0.637,0.399,0.148,0.309309383
0.246,0.157,0.0763,0.423400559
0.695,0.798,0.842,0.361591248
0.486,0.911,0.362,0.51905284
0.587,0.172,0.411,0.5864431
0.807,0.598,0.588,0.506112761
0.767,0.732,0.696,0.595091722
0.199,0.0991,0.0587,0.348088556
0.833,0.661,0.858,0.444808568
0.449,0.768,0.614,0.416308361
0.707,0.42,0.598,0.503562526
0.4,0.531,0.851,0.74695594
0.36,0.974,0.304,0.675984674
0.508,0.368,0.254,0.558172866
0.741,0.672,0.811,0.384867786
0.509,0.565,0.354,0.608606734
0.517,0.971,0.277,0.436328319
0.579,0.444,0.354,0.320976399
0.383,0.733,0.864,0.363151778
0.69,0.888,0.686,0.361049169
0.601,0.48,0.965,0.811446899
0.669,0.806,0.799,0.338552896
0.542,0.148,0.248,0.367894968
0.803,0.557,0.777,0.366042865
0.673,0.644,0.9,0.383516696
0.836,0.594,0.572,0.386728102
0.882,0.481,0.965,0.517245911
0.331,0.244,0.336,0.725285105
0.346,0.278,0.276,0.421203497
0.56,0.359,0.253,0.333218347
0.618,0.516,0.983,0.536079045
0.728,0.497,0.944,0.436525439
0.5,0.228,0.376,0.548472939
0.359,0.6,0.55,0.396152883
0.468,0.929,0.751,0.599120354
0.495,0.516,0.126,0.322499969
0.538,0.134,0.691,0.452015753
0.355,0.605,0.42,0.32049592
0.72,0.658,0.727,0.459875897
0.639,0.59,0.798,0.716266883
0.473,0.619,0.698,0.400908393
0.429,0.726,0.717,0.37337325
0.313,0.0421,0.631,0.612524486
0.369,0.98,0.707,0.6987602
0.78,0.674,0.622,0.373804449
0.593,0.139,0.178,0.494733211
0.536,0.991,0.831,0.597654277
0.891,0.634,0.507,0.398185678
0.7,0.485,0.962,0.542961804
0.55,0.964,0.935,0.354441556
0.255,0.364,0.251,0.361714448
0.676,0.469,0.885,0.672296895
0.407,0.375,0.96,0.775493107
0.387,0.74,0.816,0.812457137
0.706,0.505,0.503,0.394752512
0.793,0.419,0.964,0.433071739
0.369,0.839,0.719,0.334154665
0.475,0.91,0.583,0.60262744
0.365,0.94,0.466,0.563909867
0.865,0.579,0.654,0.376835163
0.87,0.563,0.537,0.491903724
0.625,0.511,0.733,0.321518478
0.787,0.427,0.508,0.626253044
0.491,0.971,0.6,0.439523299
0.837,0.459,0.694,0.698793053
0.39,0.141,0.292,0.567946712
0.826,0.299,0.694,0.505722628
0.721,0.865,0.415,0.546177317
0.624,0.579,0.786,0.510305659
0.869,0.803,0.965,0.509743046
0.34,0.7,0.727,0.516716152
0.631,0.933,0.842,0.491480738
0.499,0.95,0.836,0.706948876
0.397,0.991,0.0535,0.633772335
0.471,0.497,0.349,0.582463748
0.202,0.441,0.176,0.409758241
0.388,0.108,0.112,0.631131754
0.538,0.405,0.212,0.770129811
0.801,0.454,0.919,0.49518905
0.522,0.319,0.153,0.599719926
0.895,0.541,0.366,0.383631682
0.251,0.0768,0.0696,0.36381295
0.832,0.651,0.943,0.457510462
0.362,0.161,0.303,0.567991885
0.83,0.966,0.213,0.441116682
0.712,0.769,0.483,0.366120892
0.491,0.269,0.442,0.395807923
0.578,0.444,0.25,0.339099081
0.572,0.52,0.818,0.426562686
0.274,0.144,0.309,0.688937074
0.629,0.55,0.968,0.828764676
0.291,0.759,0.651,0.756598373
0.5,0.544,0.204,0.566985754
0.274,0.82,0.286,0.32526375
0.273,0.944,0.498,0.722521324
0.507,0.611,0.518,0.332741975
0.738,0.575,0.778,0.370046857
0.594,0.412,0.5,0.313761001
0.449,0.828,0.623,0.698936786
0.623,0.498,0.928,0.46950601
0.725,0.585,0.667,0.486844321
0.627,0.849,0.521,0.505488549
0.568,0.438,0.475,0.578081944
0.749,0.572,0.831,0.35426497
0.391,0.977,0.54,0.368157794
0.199,0.00834,0.0411,0.261072577
0.658,0.96,0.961,0.558526038
0.336,0.413,0.358,0.327986464
0.537,0.519,0.58,0.811422259
0.675,0.773,0.54,0.467937267
0.519,0.976,0.242,0.382128645
0.382,0.338,0.53,0.406300435
0.639,0.598,0.72,0.423503226
0.308,0.108,0.035,0.640026775
0.626,0.111,0.558,0.41366778
0.77,0.403,0.448,0.339316734
0.625,0.831,0.901,0.40056754
0.663,0.673,0.816,0.65206339
0.892,0.514,0.698,0.384473547
0.465,0.161,0.387,0.377742734
0.644,0.583,0.936,0.397393093
0.708,0.814,0.64,0.431798675
0.705,0.421,0.569,0.533085291
0.398,0.396,0.248,0.313317482
0.601,0.831,0.942,0.539766824
0.516,0.545,0.315,0.419692247
0.652,0.831,0.93,0.633308283
0.762,0.679,0.923,0.367377529
0.455,0.327,0.324,0.436550079
0.622,0.571,0.446,0.5931657
0.8,0.552,0.883,0.451514741
0.526,0.381,0.299,0.33181387
0.706,0.818,0.947,0.389951829
0.824,0.794,0.383,0.369586911
0.424,0.923,0.742,0.390038069
0.214,0.923,0.751,0.813377028
0.655,0.521,0.645,0.595453108
0.372,0.729,0.301,0.542842711
0.586,0.583,0.64,0.303818781
0.464,0.334,0.161,0.300213136
0.424,0.871,0.797,0.759173248
0.256,0.746,0.107,0.473530535
0.454,0.945,0.851,0.641702292
0.757,0.84,0.944,0.382305231
0.49,0.361,0.577,0.360219624
0.281,0.911,0.343,0.486117442
0.625,0.678,0.958,0.302907103
0.733,0.858,0.665,0.379426464
0.456,0.142,0.419,0.3271446
0.666,0.583,0.803,0.667147146
0.564,0.354,0.668,0.576952613
0.726,0.71,0.458,0.380539368
0.491,0.442,0.352,0.635242519
0.66,0.0602,0.404,0.501484557
0.608,0.379,0.866,0.328951529
0.559,0.491,0.2,0.305202725
0.262,0.929,0.357,0.60418797
0.541,0.467,0.464,0.574923924
0.51,0.66,0.792,0.635037186
0.329,0.00695,0.238,0.288677533
0.757,0.413,0.803,0.491735351
0.368,0.199,0.144,0.394637526
0.626,0.547,0.49,0.312377057
0.726,0.444,0.898,0.38461728
0.673,0.54,0.569,0.544255401
0.699,0.721,0.604,0.409602188
0.561,0.167,0.243,0.319822428
0.495,0.728,0.454,0.411930663
0.301,0.183,0.413,0.3335592
0.737,0.429,0.849,0.477854846
0.862,0.488,0.78,0.369426752
0.823,0.539,0.84,0.372301412
0.505,0.265,0.563,0.321001039
0.59,0.669,0.444,0.375640125
0.562,0.63,0.402,0.408074511
0.736,0.623,0.378,0.349028981
0.568,0.00859,0.204,0.282911785
0.732,0.44,0.825,0.679898319
0.721,0.684,0.581,0.508695849
0.733,0.891,0.631,0.374219222
0.532,0.599,0.341,0.715236112
0.536,0.961,0.632,0.561388379
0.489,0.756,0.562,0.758787222
0.574,0.199,0.361,0.405031478
0.591,0.37,0.972,0.851256843
0.829,0.332,0.448,0.528227115
0.504,0.791,0.595,0.507492598
0.796,0.692,0.618,0.392719716
0.769,0.904,0.402,0.444492355
0.487,0.929,0.379,0.382005445
0.798,0.728,0.593,0.553984074
0.17,0.738,0.352,0.71160172
0.372,0.163,0.222,0.757826264
0.221,0.23,0.256,0.306890562
0.894,0.597,0.469,0.458315367
0.752,0.681,0.713,0.393417848
0.712,0.616,0.698,0.402838522
0.552,0.87,0.873,0.498971282
0.729,0.816,0.962,0.521763235
0.388,0.114,0.272,0.28672687
0.578,0.382,0.629,0.564628532
0.507,0.214,0.422,0.303325982
0.488,0.578,0.419,0.308430558
0.594,0.0626,0.247,0.657311699
0.598,0.64,0.626,0.536091365
0.499,0.564,0.659,0.63280727
0.556,0.764,0.597,0.532292706
0.685,0.696,0.785,0.394838752
0.175,0.344,0.242,0.337074499
0.346,0.279,0.46,0.3589712
0.783,0.683,0.644,0.361197009
0.317,0.0528,0.165,0.420390379
0.674,0.737,0.385,0.601169576
0.748,0.472,0.59,0.32670108
0.319,0.337,0.212,0.561630672
0.527,0.616,0.459,0.573720673
0.569,0.411,0.318,0.532654092
0.558,0.591,0.67,0.436730772
0.514,0.774,0.752,0.524954108
0.368,0.45,0.184,0.571716624
0.732,0.56,0.759,0.489784688
0.672,0.518,0.309,0.501316184
0.393,0.949,0.384,0.561729232
0.833,0.486,0.928,0.440673163
0.767,0.463,0.563,0.38470352
0.313,0.853,0.173,0.508502836
0.758,0.942,0.377,0.574266859
0.541,0.594,0.934,0.792749284
0.734,0.365,0.574,0.361862287
0.578,0.652,0.818,0.451991113
0.3,0.83,0.247,0.58506737
0.687,0.867,0.733,0.51305712
0.673,0.607,0.844,0.361587141
0.747,0.56,0.864,0.460183896
0.699,0.7,0.619,0.740122461
0.665,0.734,0.385,0.44054175
0.73,0.654,0.693,0.40234983
0.425,0.958,0.258,0.409318829
0.444,0.204,0.169,0.576118962
0.552,0.251,0.389,0.523726217
0.533,0.143,0.437,0.447658589
0.293,0.146,0.23,0.696255138
0.566,0.549,0.696,0.534769021
0.605,0.633,0.887,0.386941648
0.219,0.112,0.117,0.334019145
0.482,0.99,0.449,0.422427281
0.505,0.789,0.709,0.385134719
0.237,0.476,0.391,0.433416698
0.784,0.382,0.882,0.59940782
0.855,0.287,0.432,0.52577544
0.417,0.623,0.353,0.491226125
0.808,0.715,0.825,0.410805439
0.492,0.963,0.523,0.665471629
0.576,0.444,0.572,0.575006057
0.525,0.433,0.462,0.396099496
0.408,0.841,0.221,0.387040208
0.353,0.357,0.235,0.314463239
0.261,0.982,0.292,0.415963401
0.674,0.252,0.334,0.559240597
0.707,0.763,0.768,0.381639953
0.0734,0.273,0.0385,0.326306841
0.618,0.443,0.8,0.264177211
0.39,0.467,0.148,0.312044418
0.572,0.416,0.257,0.384009495
0.692,0.255,0.703,0.375028233
0.777,0.545,0.77,0.394937312
0.484,0.779,0.584,0.697593909
0.937,0.673,0.715,0.398395118
0.476,0.396,0.199,0.29632413
0.804,0.768,0.961,0.392452784
0.322,0.295,0.68,0.282262933
0.488,0.682,0.765,0.495291716
0.3,0.983,0.526,0.622807558
0.432,0.547,0.491,0.300011909
0.391,0.529,0.902,0.662420382
0.301,0.308,0.254,0.395553311
0.664,0.358,0.582,0.4360696
0.719,0.847,0.467,0.373985142
0.458,0.937,0.736,0.766832165
0.662,0.806,0.51,0.369398005
0.413,0.91,0.52,0.399508022
0.715,0.464,0.342,0.574632351
0.728,0.828,0.895,0.498388137
0.755,0.889,0.753,0.555585671
0.68,0.487,0.505,0.46497226
0.353,0.35,0.205,0.705581359
0.347,0.476,0.549,0.411343411
0.608,0.786,0.811,0.649357103
